order_id,customer_id,product_id,quantity,price,order_date
79,159,507,8,89.99,2025-02-19
80,132,514,1,64.99,2025-10-27
81,174,548,2,59.99,2026-03-18
82,193,542,1,299.99,2024-07-23
83,103,532,6,74.99,2025-06-01
84,140,505,6,15.99,2025-07-20
85,121,549,8,179.99,2025-12-19
86,165,514,9,64.99,2024-04-14
87,147,521,6,79.99,2024-08-02
88,151,522,7,169.99,2025-10-11
89,119,549,2,179.99,2025-08-28
90,165,534,7,159.99,2024-08-09
91,156,544,7,149.99,2024-12-10
92,187,517,11,29.99,2026-01-12
93,178,515,1,84.99,2025-08-10
94,195,530,4,179.99,2024-04-14
95,155,507,4,89.99,2025-06-28
96,181,517,8,29.99,2024-11-19
97,140,505,12,15.99,2025-02-13
98,138,537,10,219.99,2025-03-04
99,105,524,1,139.99,2024-11-24
100,193,502,9,49.99,2025-06-22
101,103,529,11,24.99,2026-02-24
102,157,503,2,19.99,2025-12-27
103,122,515,3,84.99,2024-04-26
104,144,527,2,54.99,2025-10-26
105,174,514,2,64.99,2024-11-07
106,161,541,8,124.99,2024-03-07
107,185,545,9,109.99,2024-05-12
108,157,512,4,74.99,2024-11-07
109,105,544,5,149.99,2025-07-01
110,143,532,11,74.99,2024-10-02
111,141,528,4,119.99,2025-11-16
112,180,531,2,99.99,2024-08-06
113,138,519,3,149.99,2025-03-23
114,186,508,11,199.99,2025-08-04
115,199,508,12,199.99,2024-05-03
116,187,511,9,54.99,2024-05-02
117,184,508,6,199.99,2025-05-14
118,130,548,3,59.99,2026-01-15
119,162,532,12,74.99,2024-05-21
120,106,503,5,19.99,2025-04-13
121,114,501,8,29.99,2025-12-30
122,101,509,6,34.99,2025-06-25
123,190,544,12,149.99,2026-02-14
124,170,518,4,109.99,2024-04-03
125,110,503,3,19.99,2025-10-15
126,150,540,11,54.99,2024-06-19
127,145,550,11,94.99,2025-07-31
128,178,537,6,219.99,2024-10-30
129,112,513,7,129.99,2025-10-14
130,159,518,2,109.99,2024-04-20
131,175,539,10,189.99,2024-10-20
132,140,529,11,24.99,2026-01-16
133,192,501,3,29.99,2025-04-01
134,170,544,12,149.99,2025-12-07
135,182,501,5,29.99,2025-03-24
136,167,541,12,124.99,2025-06-08
137,162,542,5,299.99,2024-05-29
138,158,538,4,64.99,2025-03-21
139,107,523,5,44.99,2024-11-13
140,122,501,10,29.99,2024-02-24
141,166,549,2,179.99,2025-07-12
142,140,538,1,64.99,2024-05-29
143,177,530,1,179.99,2024-08-23
144,144,545,2,109.99,2025-05-16
145,115,507,12,89.99,2025-02-05
146,141,546,8,39.99,2024-04-18
147,163,504,6,39.99,2024-05-14
148,106,508,7,199.99,2024-08-11
149,152,511,7,54.99,2024-10-04
150,136,527,3,54.99,2025-08-29
151,185,504,7,39.99,2025-04-13
152,113,527,3,54.99,2024-12-01
153,169,511,11,54.99,2025-11-20
154,141,525,6,249.99,2026-02-23
155,120,501,11,29.99,2025-12-30
156,163,548,5,59.99,2025-03-23
157,162,510,7,44.99,2025-12-04
158,143,521,1,79.99,2024-06-27
159,134,535,2,89.99,2025-12-19
160,105,547,1,269.99,2026-01-15
161,152,512,1,74.99,2024-09-07
162,104,501,12,29.99,2024-03-03
163,105,512,7,74.99,2026-02-17
164,121,509,4,34.99,2024-11-02
165,173,527,3,54.99,2024-12-25
166,192,529,8,24.99,2024-07-23
167,123,506,8,24.99,2024-04-03
168,154,515,6,84.99,2024-11-24
169,194,522,9,169.99,2024-07-19
170,180,545,4,109.99,2026-02-05
171,116,545,5,109.99,2024-12-12
172,134,535,12,89.99,2024-01-28
173,120,525,12,249.99,2026-03-12
174,127,540,5,54.99,2024-05-14
175,117,518,6,109.99,2025-03-03
176,161,538,12,64.99,2025-06-12
177,175,527,1,54.99,2024-12-29
178,145,538,3,64.99,2025-09-17
179,137,531,1,99.99,2025-04-19
180,119,533,12,44.99,2025-11-01
181,189,541,5,124.99,2024-10-30
182,182,514,12,64.99,2024-08-09
183,127,534,9,159.99,2025-01-30
184,158,526,12,34.99,2024-09-01
185,177,533,9,44.99,2024-08-28
186,186,544,11,149.99,2024-10-20
187,146,525,2,249.99,2025-07-16
188,192,528,7,119.99,2025-10-28
189,183,527,5,54.99,2026-01-18
190,102,511,8,54.99,2024-11-15
191,111,521,8,79.99,2024-03-30
192,178,517,10,29.99,2024-04-26
193,134,545,8,109.99,2026-03-31
194,105,526,10,34.99,2025-10-14
195,196,531,1,99.99,2025-10-02
196,155,537,1,219.99,2024-04-02
197,172,541,5,124.99,2024-01-21
198,178,539,6,189.99,2026-02-24
199,171,541,1,124.99,2024-12-24
200,151,548,5,59.99,2025-11-30
201,102,505,10,15.99,2024-12-12
202,143,528,10,119.99,2024-02-01
203,142,518,3,109.99,2026-01-25
204,124,515,5,84.99,2025-11-05
205,109,507,6,89.99,2025-04-09
206,102,539,10,189.99,2024-09-01
207,187,510,10,44.99,2024-06-21
208,182,528,10,119.99,2024-12-22
209,140,517,3,29.99,2024-08-20
210,157,531,6,99.99,2024-08-16
211,135,530,10,179.99,2026-01-17
212,186,526,10,34.99,2025-07-03
213,128,511,4,54.99,2025-06-01
214,197,508,12,199.99,2025-07-06
215,128,533,10,44.99,2024-09-22
216,139,513,2,129.99,2025-07-23
217,109,533,12,44.99,2024-09-26
218,195,525,2,249.99,2025-07-12
219,172,543,10,79.99,2024-06-26
220,110,511,10,54.99,2026-02-25
221,127,540,8,54.99,2024-11-19
222,189,539,2,189.99,2024-03-02
223,157,522,11,169.99,2024-02-06
224,150,516,8,94.99,2024-04-22
225,169,507,2,89.99,2025-01-31
226,124,546,12,39.99,2025-11-16
227,130,542,4,299.99,2025-04-24
228,116,501,9,29.99,2024-12-12
229,178,529,1,24.99,2026-03-23
230,194,537,6,219.99,2024-02-29
231,129,515,4,84.99,2025-08-11
232,156,509,4,34.99,2024-01-20
233,194,507,6,89.99,2024-07-13
234,134,517,9,29.99,2024-06-18
235,119,527,8,54.99,2025-06-02
236,179,541,2,124.99,2025-07-09
237,141,521,2,79.99,2024-04-01
238,133,532,7,74.99,2026-02-22
239,189,527,10,54.99,2024-09-27
240,130,514,4,64.99,2026-02-10
241,171,526,1,34.99,2025-11-21
242,155,531,8,99.99,2024-12-17
243,127,503,12,19.99,2025-03-06
244,151,546,3,39.99,2024-07-24
245,153,525,7,249.99,2026-03-04
246,108,509,5,34.99,2024-01-22
247,149,545,1,109.99,2025-11-06
248,146,546,6,39.99,2024-03-04
249,120,504,10,39.99,2026-01-30
250,136,527,2,54.99,2025-04-30
251,165,510,6,44.99,2026-02-11
252,147,513,2,129.99,2025-06-09
253,106,531,10,99.99,2025-08-22
254,123,530,1,179.99,2025-12-22
255,148,526,8,34.99,2024-08-01
256,170,522,2,169.99,2024-06-13
257,115,541,11,124.99,2025-08-27
258,189,545,2,109.99,2026-03-28
259,197,535,4,89.99,2025-10-02
260,190,549,11,179.99,2025-10-23
261,175,512,8,74.99,2025-03-24
262,197,540,9,54.99,2026-02-03
263,130,515,6,84.99,2025-02-25
264,200,518,6,109.99,2026-03-29
265,197,546,12,39.99,2026-03-28
266,125,518,6,109.99,2026-03-26
267,164,510,11,44.99,2026-03-21
268,199,533,4,44.99,2024-07-17
269,102,518,8,109.99,2025-11-12
270,133,527,9,54.99,2026-03-14
271,104,542,8,299.99,2025-10-13
272,198,507,5,89.99,2024-09-10
273,117,512,12,74.99,2025-05-30
274,141,528,6,119.99,2025-09-09
275,123,529,8,24.99,2025-06-10
276,119,505,3,15.99,2024-03-22
277,108,531,12,99.99,2024-05-22
278,154,510,10,44.99,2024-12-26
279,181,548,8,59.99,2024-04-19
280,167,531,8,99.99,2025-12-23
281,101,514,12,64.99,2024-09-26
282,158,545,1,109.99,2024-11-21
283,194,518,5,109.99,2026-01-21
284,165,529,6,24.99,2024-01-31
285,141,536,8,29.99,2024-06-26
286,178,550,7,94.99,2025-06-20
287,158,519,7,149.99,2025-02-12
288,137,515,8,84.99,2025-05-26
289,163,505,6,15.99,2024-06-27
290,196,524,4,139.99,2024-05-06
291,142,506,5,24.99,2025-08-07
292,126,550,12,94.99,2024-08-05
293,102,528,11,119.99,2026-02-15
294,150,515,6,84.99,2024-10-18
295,156,539,8,189.99,2025-03-16
296,166,544,11,149.99,2024-02-08
297,102,525,12,249.99,2025-06-07
298,107,547,11,269.99,2025-11-07
299,175,510,1,44.99,2024-08-08
300,125,513,8,129.99,2025-09-13
301,146,528,1,119.99,2025-05-01
302,123,517,3,29.99,2024-02-17
303,102,544,5,149.99,2026-03-30
304,121,548,2,59.99,2024-07-16
305,195,510,9,44.99,2025-10-20
306,159,544,12,149.99,2025-09-29
307,139,521,10,79.99,2026-02-23
308,170,515,5,84.99,2024-06-14
309,157,544,4,149.99,2026-02-14
310,136,523,9,44.99,2024-04-13
311,113,540,8,54.99,2024-02-06
312,113,525,6,249.99,2024-04-18
313,153,546,1,39.99,2025-02-03
314,107,504,12,39.99,2024-10-07
315,130,523,7,44.99,2024-05-26
316,170,510,9,44.99,2025-06-07
317,148,533,5,44.99,2025-09-23
318,148,547,11,269.99,2024-12-28
319,199,546,1,39.99,2024-04-07
320,183,534,3,159.99,2025-09-03
321,103,519,12,149.99,2025-06-25
322,191,506,9,24.99,2025-10-23
323,164,543,12,79.99,2024-06-18
324,179,513,6,129.99,2026-03-01
325,177,533,5,44.99,2025-12-10
326,184,527,4,54.99,2024-11-18
327,129,519,4,149.99,2024-05-13
328,155,534,6,159.99,2025-11-20
329,138,509,2,34.99,2025-06-08
330,200,502,3,49.99,2026-03-11
331,188,548,8,59.99,2024-09-23
332,110,527,1,54.99,2025-10-08
333,166,538,5,64.99,2025-02-02
334,185,503,1,19.99,2024-12-15
335,167,521,3,79.99,2026-02-03
336,106,534,8,159.99,2026-03-23
337,123,501,3,29.99,2025-07-05
338,177,503,11,19.99,2025-03-18
339,191,524,10,139.99,2025-09-04
340,101,548,6,59.99,2025-12-03
341,152,509,12,34.99,2025-02-01
342,197,536,9,29.99,2025-01-24
343,163,518,4,109.99,2024-07-06
344,172,542,12,299.99,2025-09-22
345,144,506,10,24.99,2024-01-19
346,163,503,4,19.99,2026-01-10
347,134,546,3,39.99,2024-03-22
348,177,518,3,109.99,2024-03-07
349,141,531,8,99.99,2025-11-04
350,180,503,7,19.99,2024-09-06
351,144,550,9,94.99,2025-12-14
352,148,503,12,19.99,2025-03-18
353,153,541,6,124.99,2025-10-10
354,175,520,12,59.99,2024-12-04
355,195,513,3,129.99,2026-01-09
356,149,536,9,29.99,2025-03-29
357,187,522,4,169.99,2025-01-09
358,171,537,6,219.99,2024-10-03
359,120,513,2,129.99,2025-08-23
360,194,528,2,119.99,2025-02-14
361,139,502,10,49.99,2024-08-03
362,120,513,3,129.99,2026-01-19
363,153,540,12,54.99,2024-04-19
364,164,524,7,139.99,2025-11-22
365,150,506,11,24.99,2024-05-11
366,189,539,1,189.99,2024-06-16
367,175,550,2,94.99,2025-03-30
368,141,546,8,39.99,2024-10-15
369,148,529,6,24.99,2025-08-18
370,181,514,2,64.99,2024-06-20
371,116,549,3,179.99,2024-03-18
372,183,503,2,19.99,2024-09-19
373,182,506,1,24.99,2025-07-23
374,157,534,10,159.99,2024-08-30
375,153,536,3,29.99,2025-03-19
376,194,512,6,74.99,2024-10-10
377,186,507,11,89.99,2025-10-23
378,104,539,2,189.99,2025-02-09
379,115,508,10,199.99,2024-08-26
380,184,526,11,34.99,2026-01-13
381,125,516,5,94.99,2024-11-07
382,184,532,10,74.99,2024-09-25
383,127,509,3,34.99,2025-07-04
384,156,532,6,74.99,2025-11-22
385,102,534,4,159.99,2024-12-12
386,111,545,3,109.99,2024-10-12
387,150,537,7,219.99,2024-04-09
388,174,506,12,24.99,2025-04-01
389,107,518,10,109.99,2025-08-27
390,128,531,1,99.99,2024-03-27
391,141,505,11,15.99,2024-05-20
392,117,541,7,124.99,2024-08-31
393,169,539,7,189.99,2026-02-17
394,107,508,7,199.99,2024-08-12
395,167,517,2,29.99,2025-05-20
396,131,533,4,44.99,2026-03-31
397,174,511,9,54.99,2024-07-28
398,120,514,12,64.99,2025-06-21
399,200,533,6,44.99,2026-03-14
400,182,541,5,124.99,2024-09-28
401,177,508,10,199.99,2025-06-01
402,112,536,6,29.99,2026-01-26
403,113,530,10,179.99,2024-07-26
404,154,523,11,44.99,2025-07-17
405,158,519,10,149.99,2024-07-08
406,134,506,11,24.99,2024-01-11
407,187,524,8,139.99,2025-03-10
408,130,523,8,44.99,2024-04-15
409,146,538,3,64.99,2024-02-13
410,109,528,5,119.99,2024-06-18
411,161,529,4,24.99,2025-03-08
412,194,533,8,44.99,2025-02-14
413,120,510,3,44.99,2025-04-30
414,164,506,6,24.99,2025-06-01
415,127,509,2,34.99,2025-03-06
416,136,524,3,139.99,2025-02-27
417,141,532,8,74.99,2025-04-06
418,144,518,12,109.99,2025-07-16
419,127,507,7,89.99,2025-01-11
420,198,535,8,89.99,2026-01-09
421,170,512,5,74.99,2026-01-03
422,166,523,6,44.99,2026-03-28
423,199,537,5,219.99,2024-11-14
424,161,502,7,49.99,2026-03-07
425,155,515,12,84.99,2025-08-01
426,175,512,12,74.99,2025-04-24
427,119,541,6,124.99,2024-03-06
428,161,550,7,94.99,2026-03-17
429,148,532,9,74.99,2026-03-04
430,128,517,9,29.99,2026-01-27
431,153,543,9,79.99,2025-05-18
432,120,518,4,109.99,2024-03-03
433,156,504,3,39.99,2024-07-06
434,116,533,1,44.99,2026-02-13
435,186,514,1,64.99,2025-12-21
436,162,517,5,29.99,2026-02-19
437,132,536,12,29.99,2025-06-23
438,141,539,10,189.99,2024-12-13
439,118,524,3,139.99,2025-09-23
440,119,515,7,84.99,2025-05-16
441,157,545,4,109.99,2024-11-29
442,152,545,2,109.99,2024-09-05
443,149,526,10,34.99,2024-10-27
444,148,545,1,109.99,2025-03-14
445,107,506,12,24.99,2024-08-11
446,140,520,9,59.99,2025-08-28
447,197,504,11,39.99,2024-01-12
448,142,536,11,29.99,2024-08-15
449,171,521,10,79.99,2026-01-26
450,145,527,10,54.99,2024-01-07
451,164,520,2,59.99,2025-10-31
452,119,536,4,29.99,2024-07-22
453,175,508,3,199.99,2025-04-21
454,144,508,9,199.99,2024-02-08
455,172,540,2,54.99,2024-06-29
456,156,529,3,24.99,2025-08-26
457,159,501,1,29.99,2024-12-25
458,184,524,6,139.99,2025-02-24
459,147,505,6,15.99,2025-11-12
460,146,543,12,79.99,2024-07-23
461,128,505,5,15.99,2024-11-02
462,120,539,3,189.99,2025-01-01
463,183,535,2,89.99,2025-02-20
464,165,524,9,139.99,2024-05-09
465,177,513,2,129.99,2024-07-15
466,182,524,1,139.99,2025-01-17
467,146,508,4,199.99,2024-05-23
468,181,527,6,54.99,2024-04-20
469,113,530,4,179.99,2026-01-24
470,153,507,6,89.99,2024-12-11
471,130,530,10,179.99,2024-02-13
472,165,540,9,54.99,2024-10-10
473,125,507,7,89.99,2024-02-05
474,152,541,11,124.99,2024-12-14
475,131,527,6,54.99,2024-04-18
476,133,524,11,139.99,2025-09-30
477,128,508,10,199.99,2024-07-25
478,104,524,8,139.99,2026-01-20
479,153,524,9,139.99,2024-11-15
480,139,501,10,29.99,2025-06-18
481,149,506,6,24.99,2024-04-18
482,140,525,11,249.99,2025-02-11
483,120,519,4,149.99,2025-06-22
484,160,541,10,124.99,2024-08-13
485,127,538,10,64.99,2025-06-10
486,142,518,10,109.99,2024-11-16
487,122,540,2,54.99,2025-10-02
488,165,523,3,44.99,2024-07-07
489,195,508,10,199.99,2026-03-31
490,104,547,12,269.99,2025-06-26
491,176,515,3,84.99,2025-03-30
492,158,519,10,149.99,2025-06-21
493,109,525,9,249.99,2024-03-13
494,136,517,1,29.99,2025-04-12
495,147,545,11,109.99,2025-03-30
496,195,546,10,39.99,2024-01-04
497,147,524,2,139.99,2025-09-02
498,187,528,10,119.99,2025-06-10
499,152,520,8,59.99,2024-08-06
500,161,540,6,54.99,2024-03-28
501,139,516,6,94.99,2024-01-18
502,128,536,2,29.99,2025-12-14
503,137,523,2,44.99,2024-06-11
504,102,528,2,119.99,2024-06-06
505,108,525,4,249.99,2026-03-11
506,167,541,7,124.99,2024-03-04
507,162,523,3,44.99,2024-06-30
508,193,545,11,109.99,2025-12-18
509,115,534,7,159.99,2026-02-05
510,115,509,5,34.99,2024-12-26
511,137,545,1,109.99,2024-06-12
512,148,510,10,44.99,2025-08-26
513,145,547,5,269.99,2024-03-07
514,116,523,4,44.99,2024-07-09
515,138,508,6,199.99,2024-06-08
516,130,502,1,49.99,2025-06-12
517,134,502,7,49.99,2025-08-15
518,153,536,7,29.99,2024-09-23
519,129,508,7,199.99,2024-04-23
520,187,502,5,49.99,2024-06-11
521,188,518,11,109.99,2024-11-14
522,133,546,7,39.99,2024-09-13
523,134,517,2,29.99,2025-10-15
524,142,543,6,79.99,2024-10-12
525,196,525,11,249.99,2024-10-22
526,171,521,3,79.99,2025-02-25
527,122,507,3,89.99,2024-06-05
528,169,543,9,79.99,2025-05-24
529,111,502,8,49.99,2025-10-17
530,158,530,1,179.99,2025-05-21
531,186,511,9,54.99,2024-09-06
532,135,510,9,44.99,2024-01-22
533,192,521,1,79.99,2025-09-26
534,193,522,5,169.99,2024-11-07
535,110,521,7,79.99,2024-08-17
536,130,502,6,49.99,2025-09-16
537,109,543,12,79.99,2024-05-27
538,147,536,10,29.99,2025-07-03
539,167,545,3,109.99,2024-04-10
540,157,540,2,54.99,2025-10-21
541,139,512,5,74.99,2025-02-12
542,112,518,7,109.99,2025-11-27
543,114,507,11,89.99,2024-07-11
544,155,504,4,39.99,2025-12-07
545,177,533,4,44.99,2025-02-21
546,154,510,6,44.99,2025-12-19
547,137,505,5,15.99,2025-12-26
548,115,506,5,24.99,2025-12-03
549,111,509,9,34.99,2026-02-05
550,199,505,5,15.99,2024-12-15
551,116,532,11,74.99,2024-02-10
552,151,529,9,24.99,2025-08-11
553,141,546,11,39.99,2025-09-12
554,148,533,6,44.99,2024-10-13
555,133,526,3,34.99,2025-08-04
556,166,529,8,24.99,2024-05-18
557,116,518,9,109.99,2024-03-12
558,102,501,11,29.99,2024-09-17
559,126,539,11,189.99,2024-04-10
560,130,518,8,109.99,2025-05-19
561,139,505,5,15.99,2024-09-08
562,112,507,6,89.99,2025-09-09
563,108,535,7,89.99,2024-04-30
564,124,535,1,89.99,2024-08-14
565,186,519,12,149.99,2026-03-25
566,160,515,1,84.99,2025-12-28
567,119,539,6,189.99,2025-11-29
568,155,535,6,89.99,2025-09-26
569,189,522,12,169.99,2024-10-05
570,172,547,2,269.99,2024-11-05
571,143,521,8,79.99,2025-01-16
572,197,506,2,24.99,2024-12-23
573,138,523,7,44.99,2024-10-18
574,142,544,6,149.99,2024-04-09
575,199,539,11,189.99,2025-01-17
576,106,530,12,179.99,2024-05-07
577,178,530,2,179.99,2025-01-04
578,169,521,3,79.99,2025-08-13
579,107,515,6,84.99,2025-03-06
580,165,534,6,159.99,2026-01-28
581,166,513,1,129.99,2024-06-22
582,158,511,5,54.99,2024-10-25
583,160,511,3,54.99,2025-04-17
584,131,527,1,54.99,2024-06-27
585,163,546,3,39.99,2025-11-07
586,101,525,2,249.99,2024-01-05
587,120,517,8,29.99,2026-02-21
588,152,501,12,29.99,2025-01-29
589,138,511,2,54.99,2024-07-05
590,108,528,12,119.99,2025-08-22
591,159,514,3,64.99,2025-09-07
592,133,532,3,74.99,2026-02-01
593,127,536,8,29.99,2024-01-14
594,141,525,8,249.99,2026-03-05
595,121,529,12,24.99,2025-12-15
596,146,508,6,199.99,2024-10-18
597,120,518,9,109.99,2026-03-29
598,177,548,6,59.99,2024-11-12
599,112,509,11,34.99,2024-02-14
600,154,506,1,24.99,2025-02-02
601,115,529,12,24.99,2024-11-03
602,175,535,2,89.99,2025-01-20
603,176,503,11,19.99,2025-05-13
604,176,540,5,54.99,2024-07-18
605,195,516,9,94.99,2025-05-19
606,113,512,9,74.99,2025-03-08
607,147,511,9,54.99,2026-01-15
608,128,505,9,15.99,2025-08-10
609,156,547,7,269.99,2025-11-16
610,154,509,9,34.99,2025-05-26
611,105,512,5,74.99,2024-01-09
612,151,550,10,94.99,2025-11-25
613,161,512,10,74.99,2024-11-26
614,181,501,6,29.99,2024-10-27
615,165,533,12,44.99,2024-10-15
616,193,509,12,34.99,2025-09-19
617,168,543,2,79.99,2024-09-17
618,163,504,9,39.99,2025-07-20
619,179,550,6,94.99,2025-06-11
620,125,535,4,89.99,2025-04-17
621,146,550,1,94.99,2024-02-25
622,115,547,7,269.99,2025-07-28
623,162,539,4,189.99,2024-05-25
624,155,545,12,109.99,2024-11-30
625,102,537,3,219.99,2025-04-26
626,121,503,4,19.99,2025-02-13
627,175,530,8,179.99,2025-04-08
628,199,527,6,54.99,2024-07-06
629,125,543,11,79.99,2025-01-13
630,109,550,4,94.99,2025-01-11
631,143,546,12,39.99,2024-02-29
632,153,527,11,54.99,2025-06-12
633,190,528,3,119.99,2024-05-20
634,159,538,7,64.99,2025-10-16
635,196,502,8,49.99,2026-03-13
636,138,509,12,34.99,2025-03-14
637,135,544,6,149.99,2025-10-04
638,106,545,1,109.99,2026-01-31
639,127,512,3,74.99,2026-02-17
640,163,550,2,94.99,2025-10-29
641,146,515,4,84.99,2024-02-04
642,138,532,2,74.99,2025-07-18
643,178,525,3,249.99,2025-12-11
644,165,540,5,54.99,2025-08-17
645,184,545,9,109.99,2025-02-01
646,130,550,11,94.99,2025-01-31
647,125,550,1,94.99,2025-12-23
648,160,549,3,179.99,2025-08-22
649,102,505,7,15.99,2025-10-31
650,189,539,12,189.99,2024-09-13
651,113,529,10,24.99,2025-03-27
652,132,504,12,39.99,2024-06-18
653,195,531,8,99.99,2025-11-21
654,152,530,9,179.99,2026-02-10
655,197,503,2,19.99,2026-03-03
656,142,540,1,54.99,2024-02-18
657,141,530,12,179.99,2025-11-14
658,113,519,7,149.99,2024-11-28
659,159,525,1,249.99,2024-05-22
660,134,537,11,219.99,2024-04-22
661,118,517,5,29.99,2024-01-01
662,177,508,7,199.99,2024-08-31
663,115,541,12,124.99,2026-02-03
664,180,518,8,109.99,2024-06-20
665,137,506,2,24.99,2025-04-15
666,163,545,7,109.99,2025-11-30
667,150,511,5,54.99,2025-06-29
668,176,536,4,29.99,2025-06-18
669,147,523,2,44.99,2024-01-03
670,172,512,7,74.99,2024-03-26
671,131,549,1,179.99,2025-05-30
672,156,501,9,29.99,2025-09-06
673,104,517,8,29.99,2024-10-03
674,180,533,7,44.99,2024-07-30
675,108,517,11,29.99,2024-08-02
676,106,550,12,94.99,2024-11-29
677,128,542,10,299.99,2024-09-26
678,120,513,6,129.99,2024-11-15
679,121,503,2,19.99,2024-09-05
680,103,534,6,159.99,2024-06-27
681,174,550,1,94.99,2025-09-18
682,107,521,5,79.99,2025-10-03
683,162,528,10,119.99,2025-11-17
684,136,550,10,94.99,2026-03-29
685,136,514,11,64.99,2025-05-08
686,166,533,6,44.99,2024-12-26
687,106,532,3,74.99,2025-12-03
688,164,516,11,94.99,2026-02-10
689,117,535,1,89.99,2025-05-03
690,105,538,6,64.99,2025-03-25
691,115,520,10,59.99,2025-03-27
692,195,543,9,79.99,2026-01-26
693,188,505,10,15.99,2024-12-23
694,187,537,6,219.99,2026-02-02
695,108,533,5,44.99,2024-02-01
696,150,540,8,54.99,2024-07-01
697,122,546,6,39.99,2024-06-10
698,185,512,8,74.99,2025-07-12
699,149,530,4,179.99,2025-03-03
700,177,515,7,84.99,2026-03-07
701,118,517,9,29.99,2024-05-26
702,113,542,3,299.99,2025-04-11
703,123,533,1,44.99,2026-03-02
704,159,529,9,24.99,2025-10-11
705,178,542,10,299.99,2025-08-13
706,180,517,3,29.99,2024-07-03
707,148,528,12,119.99,2024-11-25
708,200,539,11,189.99,2026-03-09
709,176,505,4,15.99,2025-04-12
710,132,526,1,34.99,2024-07-21
711,195,532,6,74.99,2024-01-14
712,144,522,8,169.99,2025-07-02
713,138,538,1,64.99,2025-08-16
714,194,530,4,179.99,2025-07-27
715,163,542,8,299.99,2025-09-06
716,153,531,7,99.99,2024-08-31
717,195,526,6,34.99,2026-01-25
718,180,538,1,64.99,2024-06-21
719,193,527,8,54.99,2024-01-11
720,198,547,5,269.99,2024-06-20
721,165,545,8,109.99,2025-06-20
722,137,512,4,74.99,2026-03-24
723,102,548,2,59.99,2025-01-04
724,168,505,5,15.99,2024-07-31
725,144,549,4,179.99,2026-03-05
726,185,533,7,44.99,2024-02-14
727,149,505,5,15.99,2025-05-21
728,103,548,9,59.99,2025-06-08
729,154,528,9,119.99,2026-01-13
730,157,511,2,54.99,2025-08-06
731,181,549,6,179.99,2024-02-23
732,131,506,7,24.99,2026-01-18
733,198,541,7,124.99,2026-03-31
734,122,526,8,34.99,2024-04-09
